[00:02:05.197] |C| [handle_access_violation]: Unhandled write protected region was valid. Address=0x10
[00:02:09.151] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.152] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.153] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.153] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.154] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.155] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.156] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.156] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.156] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.157] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.157] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.158] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.158] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.159] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.160] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.160] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.161] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.161] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.162] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.163] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.180] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.183] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.183] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.184] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.184] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.184] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.185] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.185] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.186] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.186] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.187] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.187] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.188] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.189] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.189] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.190] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.190] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.191] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.191] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.191] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.192] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.192] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.193] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.204] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.204] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.204] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.206] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.206] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.207] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.207] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.208] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.208] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.209] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.209] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.210] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.211] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.211] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.212] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.213] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.213] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.214] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.214] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.215] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.216] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.216] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.217] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.217] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.218] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.219] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.219] |C| [logging::exception_handler]: Exception EXCEPTION_ACCESS_VIOLATION (0xc0000005). 
[00:02:09.219] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.219] |C| [logging::exception_handler]: Write violation at address 0x41caf9000.
[00:02:09.220] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.220] |C| [logging::exception_handler]: Exception EXCEPTION_ACCESS_VIOLATION (0xc0000005). 
[00:02:09.221] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.221] |C| [logging::exception_handler]: Write violation at address 0x41caf9004.
[00:02:09.222] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.223] |C| [logging::exception_handler]: Exception EXCEPTION_ACCESS_VIOLATION (0xc0000005). 
[00:02:09.223] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.223] |C| [logging::exception_handler]: Read violation at address 0x41caf9008.
[00:02:09.224] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.224] |C| [logging::exception_handler]: Exception EXCEPTION_ACCESS_VIOLATION (0xc0000005). 
[00:02:09.225] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.227] |C| [logging::exception_handler]: Read violation at address 0x41caf900d.
[00:02:09.228] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.228] |C| [logging::exception_handler]: Exception EXCEPTION_ACCESS_VIOLATION (0xc0000005). 
[00:02:09.229] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.229] |C| [logging::exception_handler]: Read violation at address 0x41caf900c.
[00:02:09.229] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.230] |C| [logging::exception_handler]: Exception EXCEPTION_ACCESS_VIOLATION (0xc0000005). 
[00:02:09.230] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.231] |C| [logging::exception_handler]: Read violation at address 0x41caf9008.
[00:02:09.231] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.233] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.233] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.234] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.234] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.235] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.235] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.236] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.236] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.237] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.237] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.238] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.240] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.240] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.241] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.256] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.259] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.260] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.260] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.261] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.262] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.262] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.263] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.263] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.264] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.265] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.265] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.266] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.266] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.267] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.268] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.268] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.269] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.269] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.270] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.271] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.271] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.274] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.275] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.275] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.275] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.276] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.276] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.277] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.277] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.278] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.278] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.278] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.279] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.279] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.280] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.280] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.281] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.281] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.281] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.282] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.282] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.283] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.283] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.284] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.284] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.284] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.285] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.285] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.286] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.286] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.287] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.314] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.315] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.315] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.316] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.316] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.317] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.317] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.318] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.318] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.318] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.319] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.319] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.320] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.320] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.321] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.321] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.322] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.322] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.323] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.323] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.324] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.324] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.324] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.325] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.325] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.326] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.326] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.327] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.327] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.327] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.328] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.328] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.329] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.329] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.330] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.330] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.330] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.331] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.331] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.332] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.332] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.333] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.333] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.334] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.334] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.335] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.360] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.360] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.360] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.361] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.361] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.362] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.362] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.363] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.363] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.364] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.364] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.364] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.365] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.365] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.366] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.366] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.367] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.367] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.368] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.368] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.369] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.369] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.369] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.370] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.370] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.371] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.371] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.372] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.373] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.373] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.373] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.374] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.374] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.375] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.375] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.375] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.376] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.376] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.377] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.377] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.377] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.378] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.378] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.379] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.379] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.380] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.380] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.380] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.381] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.395] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.395] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.396] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.396] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.397] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.409] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.410] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.410] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.411] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.411] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.412] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.412] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.413] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.413] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.414] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.414] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.415] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.415] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.416] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.416] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.418] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.419] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.419] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.420] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.420] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.421] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.423] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.423] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.424] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.425] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.425] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.426] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.426] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.427] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.427] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.428] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.428] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.428] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.431] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.431] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.432] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.433] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.433] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.434] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.435] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.435] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.436] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.437] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.437] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.438] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.438] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.438] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.438] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.439] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.439] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.440] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.440] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.440] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.440] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.440] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.440] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.441] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.441] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.441] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.441] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.441] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.441] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.442] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.442] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.442] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.442] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.442] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.442] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.443] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.443] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.443] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.443] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.443] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.443] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.444] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.444] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.444] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.444] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
[00:02:09.444] |C| [ArmDynarmicCallback::MemoryRead]: PC is 0x0
